Index,Order ID,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,Amount,Ship-City,Ship-State,Ship-Postal-Code,B2B,age_group
19412,407-6941052-9985961,6941052,F,49,05-02-2023,Delivered,Flipkart,SET295-KR-NP-S,Set,S,1,747,ORAI,UTTAR PRADESH,285001,No,middle_age
27129,402-3478381-6982762,3478381,M,29,06-06-2023,Delivered,Amazon,SET306-KR-PP-XXXL,Set,3XL,1,696,HASSAN,KARNATAKA,573201,No,adults
19433,408-0851398-4684345,851398,M,49,05-02-2023,Delivered,Flipkart,SET184-KR-PP-M,Set,M,1,573,DIU,DADRA AND NAGAR,362520,No,middle_age
19436,403-1722104-5483520,1722104,F,49,05-02-2023,Delivered,Amazon,SET306-KR-PP-L,Set,L,1,626,BENGALURU,KARNATAKA,560034,No,middle_age
27131,402-3478381-6982762,3478381,F,29,06-06-2023,Delivered,Flipkart,SET221-KR-NP-L,Set,L,1,714,MUZAFFARPUR,BIHAR,842002,No,adults
22580,407-6493731-1513939,6493731,F,77,06-11-2023,Delivered,Nykaa,JNE3560-KR-M,kurta,M,1,544,BHADRAVATI,KARNATAKA,577301,No,senoir_age
27169,408-6068156-1283530,6068156,F,29,06-06-2023,Delivered,Amazon,SET331-KR-NP-L,Set,L,1,597,DOIWALA,UTTARAKHAND,248140,No,adults
19450,404-8972838-0269934,8972838,M,49,05-02-2023,Delivered,Amazon,NW020-ST-SR-XL,Set,XL,1,517,GUWAHATI,ASSAM,781024,No,middle_age
27201,406-7188468-9917917,7188468,M,29,06-06-2023,Delivered,Amazon,SET233-KR-PP-L,Set,L,1,566,VAPI,GUJARAT,396195,No,adults
22651,407-6192493-6010749,6192493,M,77,06-11-2023,Delivered,Amazon,SET257-KR-PP-XS,Set,XS,1,561,MUMBAI,MAHARASHTRA,400051,No,senoir_age
22685,171-7064626-7228364,7064626,M,77,06-11-2023,Delivered,Amazon,J0395-DR-S,Western Dress,S,1,859,MANGALURU,KARNATAKA,575001,No,senoir_age
22693,404-0208950-3877951,208950,F,77,06-11-2023,Delivered,Myntra,J0376-SKD-L,Set,L,1,999,GHAZIABAD,UTTAR PRADESH,201010,Yes,senoir_age
22936,408-6612895-3108321,6612895,F,77,06-11-2023,Delivered,Flipkart,JNE3869-DR-XXXL,Western Dress,3XL,1,721,Pune,MAHARASHTRA,411058,No,senoir_age
22943,404-3718114-4564360,3718114,F,77,06-11-2023,Delivered,Others,MEN5004-KR-L,kurta,L,1,698,PURANATTUKARA,KERALA,680553,No,senoir_age
4664,171-5078140-5057951,5078140,M,29,04-07-2023,Delivered,Flipkart,SET269-KR-NP-XXXL,Set,3XL,1,799,BAREILLY,UTTAR PRADESH,243001,No,adults
4673,403-0329229-7234755,329229,F,29,04-07-2023,Delivered,Amazon,JNE3781-KR-XXL,kurta,XXL,1,432,NEW DELHI,DELHI,110075,No,adults
19494,408-9104567-6407536,9104567,F,49,05-02-2023,Delivered,Amazon,SET295-KR-NP-XXXL,Set,3XL,1,761,BENGALURU,KARNATAKA,560027,No,middle_age
4700,402-3826657-7455525,3826657,M,29,04-07-2023,Delivered,Myntra,SET223-KR-NP-XXXL,Set,3XL,1,642,GORAKHPUR,UTTAR PRADESH,273008,No,adults
4787,171-6368906-1437135,6368906,M,29,04-07-2023,Delivered,Myntra,SET392-KR-NP-S,Set,S,1,799,ERNAKULAM,KERALA,682020,No,adults
19526,403-0667052-2529944,667052,F,49,05-02-2023,Delivered,Flipkart,MEN5027-KR-L,kurta,L,1,475,Bengaluru,KARNATAKA,560066,No,middle_age
4814,406-5513381-5713135,5513381,M,29,04-07-2023,Delivered,Myntra,JNE3797-KR-A-XL,Western Dress,XL,1,771,Jaipur,RAJASTHAN,302020,No,adults
23037,407-2472349-1710753,2472349,F,77,06-11-2023,Delivered,Amazon,SAR027,Saree,Free,1,1523,Kolkata,WEST BENGAL,700094,No,senoir_age
4817,404-5555885-6229160,5555885,F,29,04-07-2023,Returned,Ajio,SET277-KR-NP-S,Set,S,1,1258,JAIPUR,RAJASTHAN,302039,No,adults
4840,407-5535668-5653913,5535668,F,29,04-07-2023,Delivered,Amazon,SET131-KR-NP-XL,Set,XL,1,567,BENGALURU,KARNATAKA,560040,No,adults
19839,408-8454099-1393934,8454099,F,49,05-02-2023,Delivered,Myntra,JNE3463-KR-XXXL,kurta,3XL,1,568,Thane,MAHARASHTRA,401107,No,middle_age
4890,404-9941033-4813934,9941033,F,29,04-07-2023,Delivered,Amazon,JNE3440-KR-N-L,kurta,L,1,379,Kochi,KERALA,682016,No,adults
23188,402-8764453-1550754,8764453,F,77,06-11-2023,Delivered,Nykaa,JNE2014-KR-178-M,kurta,M,1,359,BENGALURU,KARNATAKA,560049,No,senoir_age
4920,402-8608660-5275562,8608660,F,29,04-07-2023,Delivered,Myntra,SET268-KR-NP-S,Set,S,1,698,Kolkata,WEST BENGAL,700136,No,adults
19842,402-5186577-2216306,5186577,M,49,05-02-2023,Delivered,Others,SET144-KR-NP-XXXL,Set,3XL,1,764,NEW DELHI,DELHI,110018,No,middle_age
19864,405-8939267-9746717,8939267,F,49,05-02-2023,Returned,Myntra,JNE3799-KR-XS,kurta,XS,1,626,MADURAI,TAMIL NADU,625016,No,middle_age
4975,405-1960880-2101946,1960880,M,29,04-07-2023,Cancelled,Meesho,SET268-KR-NP-XXL,Set,XXL,1,788,BENGALURU,KARNATAKA,560016,No,adults
19871,403-8514249-8733108,8514249,F,49,05-02-2023,Delivered,Myntra,NW013-ST-SR-XS,Set,XS,1,461,Bangalore,KARNATAKA,560012,No,middle_age
29,406-0947452-6044339,947452,M,77,04-12-2023,Delivered,Flipkart,JNE3797-KR-XXL,Western Dress,XXL,1,735,CHENNAI,TAMIL NADU,600103,No,senoir_age
5037,405-5431390-3960351,5431390,M,29,04-07-2023,Delivered,Myntra,SET392-KR-NP-XL,Set,XL,1,799,GHAZIABAD,UTTAR PRADESH,201009,No,adults
19985,407-2547212-6017958,2547212,F,49,05-02-2023,Delivered,Amazon,SET316-KR-DPT-L,Set,L,1,1238,"Kanchikacherla, krishna district",ANDHRA PRADESH,521180,No,middle_age
20058,405-4060403-2979531,4060403,F,49,05-02-2023,Refunded,Flipkart,JNE3412-KR-XL,kurta,XL,1,385,Mumbai,MAHARASHTRA,400001,No,middle_age
20073,402-6849528-4705920,6849528,M,49,05-02-2023,Delivered,Myntra,J0230-SKD-S,Set,S,1,969,PUNE,MAHARASHTRA,411046,No,middle_age
5122,405-6122366-9861969,6122366,F,29,04-07-2023,Delivered,Myntra,JNE3405-KR-XL,kurta,XL,1,399,Mundra,GUJARAT,370421,No,adults
5182,407-5913772-5105909,5913772,F,29,04-07-2023,Delivered,Amazon,J0014-LCD-M,Set,M,1,1127,ALLAHABAD,UTTAR PRADESH,211019,No,adults
341,408-3120227-6994715,3120227,F,77,04-12-2023,Delivered,Flipkart,SET268-KR-NP-XL,Set,XL,1,698,BELA PRATAPGARH,UTTAR PRADESH,230001,No,senoir_age
20086,171-4866803-9840330,4866803,F,49,05-02-2023,Delivered,Myntra,J0341-DR-S,Western Dress,S,1,842,KUMBAKONAM,TAMIL NADU,612001,No,middle_age
434,407-6424721-8534711,6424721,M,77,04-12-2023,Delivered,Myntra,JNE3869-DR-XXL,Western Dress,XXL,1,721,VASAI VIRAR,MAHARASHTRA,401202,No,senoir_age
5203,408-4102222-7877113,4102222,M,29,04-07-2023,Delivered,Amazon,SAR020,Saree,Free,1,1442,MYSURU,KARNATAKA,570022,No,adults
667,408-3357610-1993157,3357610,F,77,04-12-2023,Delivered,Myntra,JNE3443-KR-XL,kurta,XL,1,481,BENGALURU,KARNATAKA,560105,No,senoir_age
20092,406-4823238-5865152,4823238,F,49,05-02-2023,Returned,Nykaa,JNE3697-KR-L,kurta,L,1,486,KASARAGOD,KERALA,670511,No,middle_age
5211,406-9311804-5840357,9311804,F,29,04-07-2023,Delivered,Myntra,SET267-KR-NP-S,Set,S,1,852,GORAKHPUR,UTTAR PRADESH,273010,No,adults
20129,405-1067185-6993946,1067185,F,49,05-02-2023,Delivered,Myntra,SET233-KR-PP-L,Set,L,1,545,IMPHAL,MANIPUR,795005,No,middle_age
20143,407-7355309-9769142,7355309,F,49,05-02-2023,Delivered,Flipkart,JNE3759-KR-XL,kurta,XL,1,568,RAE BARELI,UTTAR PRADESH,229310,No,middle_age
5228,406-2766830-6697958,2766830,F,29,04-07-2023,Delivered,Ajio,BL113-M,Jeans,M,1,588,KOLKATA,WEST BENGAL,700103,No,adults
20170,402-5672695-4719557,5672695,F,49,05-02-2023,Delivered,Ajio,JNE3618-KR-XXL,kurta,XXL,1,375,KOLKATA,WEST BENGAL,700084,No,middle_age
20244,408-2027721-7835517,2027721,F,49,05-02-2023,Delivered,Amazon,JNE3559-KR-L,kurta,L,1,487,NAINITAL,UTTARAKHAND,263156,No,middle_age
10871,407-1141202-0720300,1141202,F,77,05-12-2023,Delivered,Ajio,J0117-TP-XXXL,Top,3XL,1,522,PIMPRI CHINCHWAD,MAHARASHTRA,411033,No,senoir_age
20247,407-0232025-9426761,232025,F,49,05-02-2023,Delivered,Amazon,SET268-KR-NP-S,Set,S,1,788,KALIMPONG,WEST BENGAL,734301,No,middle_age
10938,404-5222243-0609159,5222243,F,77,05-12-2023,Delivered,Amazon,SET360-KR-NP-XXL,Set,XXL,1,1126,Haldwani,UTTARAKHAND,263139,No,senoir_age
20265,406-3823042-2451530,3823042,F,49,05-02-2023,Delivered,Amazon,PJNE3068-KR-6XL,kurta,6XL,1,1033,BHUBANESWAR,ODISHA,751024,No,middle_age
20282,404-3019290-1599521,3019290,F,49,05-02-2023,Delivered,Amazon,JNE3905-DR-M,Western Dress,M,1,869,NEW DELHI,DELHI,110026,No,middle_age
20317,408-6829553-4231524,6829553,F,49,05-02-2023,Delivered,Amazon,JNE3776-KR-XL,kurta,XL,1,301,Mohammadpur urf Chainpur,BIHAR,800001,No,middle_age
20321,407-8513840-4537135,8513840,M,49,05-02-2023,Delivered,Amazon,SET389-KR-NP-L,Set,L,1,680,Bhubaneswar,ODISHA,751010,No,middle_age
20332,402-4122874-4478765,4122874,M,49,05-02-2023,Delivered,Amazon,SET401-KR-NP-L,Set,L,1,999,BENGALURU,KARNATAKA,560037,No,middle_age
11216,402-0515372-7539501,515372,M,77,05-12-2023,Returned,Amazon,JNE3798-KR-L,Western Dress,L,1,735,PATNA,BIHAR,800011,No,senoir_age
5241,405-7824624-5343541,7824624,F,29,04-07-2023,Delivered,Others,JNE3528-KR-XXXL,kurta,3XL,1,317,BALLY,WEST BENGAL,711227,No,adults
11274,171-7912129-7614701,7912129,F,77,05-12-2023,Delivered,Amazon,JNE3670-TU-XS,Top,XS,1,399,PUNE,MAHARASHTRA,411060,No,senoir_age
11279,406-4909679-2679513,4909679,F,77,05-12-2023,Delivered,Amazon,JNE3804-KR-XXL,kurta,XXL,1,487,PILLAIARKUPPAM,PUDUCHERRY,607402,No,senoir_age
20359,402-8363899-2333144,8363899,F,49,05-02-2023,Delivered,Amazon,JNE3638-KR-XXL,kurta,XXL,1,517,HYDERABAD,TELANGANA,500049,No,middle_age
20381,406-5482239-2067549,5482239,F,49,05-02-2023,Delivered,Amazon,SET324-KR-NP-XL,Set,XL,1,597,Mumbai,MAHARASHTRA,401107,No,middle_age
11406,404-4270318-6745144,4270318,F,77,05-12-2023,Delivered,Myntra,SET397-KR-NP-XXL,Set,XXL,1,1186,TRICHY,TAMIL NADU,620014,No,senoir_age
21721,404-3601702-0709117,3601702,F,77,06-12-2023,Delivered,Amazon,JNE3684-TU-L,Top,L,1,315,SOLAPUR,MAHARASHTRA,413005,No,senoir_age
20464,402-4503468-7416311,4503468,F,49,05-02-2023,Delivered,Amazon,JNE3718-KR-XXXL,kurta,3XL,1,487,NARASIMHANAICKENPALAYAM,TAMIL NADU,641031,No,middle_age
5285,405-3765193-4412350,3765193,F,29,04-07-2023,Delivered,Myntra,MEN5022-KR-XL,kurta,XL,1,533,BANGALORE,KARNATAKA,560094,No,adults
5321,406-4870531-6409946,4870531,M,29,04-07-2023,Delivered,Flipkart,SAR010,Saree,Free,1,549,JABALPUR,MADHYA PRADESH,482001,No,adults
20470,408-7467527-3772317,7467527,M,49,05-02-2023,Delivered,Amazon,JNE2266-KR-490-A-XXL,kurta,XXL,1,368,Hyderabad,TELANGANA,500072,No,middle_age
20499,403-8988308-9949966,8988308,F,49,05-02-2023,Delivered,Others,JNE3257-KR-XXL,kurta,XXL,1,436,PATNA,BIHAR,800023,No,middle_age
5324,405-5112056-7825100,5112056,F,29,04-07-2023,Delivered,Amazon,JNE3510-KR-S,kurta,S,1,467,AHMADNAGAR,MAHARASHTRA,414003,No,adults
29646,408-3232881-4287527,3232881,F,49,06-02-2023,Delivered,Nykaa,SAR029,Saree,Free,1,599,NEW DELHI,DELHI,110018,No,middle_age
29688,402-7300746-0045936,7300746,M,49,06-02-2023,Delivered,Nykaa,J0164-DR-L,Ethnic Dress,L,1,362,BHOPAL,MADHYA PRADESH,462016,No,middle_age
29795,406-7658363-7667560,7658363,M,49,06-02-2023,Delivered,Amazon,JNE3798-KR-L,Western Dress,L,1,735,NAVI MUMBAI,MAHARASHTRA,400708,No,middle_age
29811,403-7035034-2955512,7035034,F,49,06-02-2023,Delivered,Amazon,J0010-LCD-S,Set,S,1,999,SOLAN,HIMACHAL PRADESH,173212,No,middle_age
29812,403-7035034-2955512,7035034,F,49,06-02-2023,Delivered,Amazon,SET004-KR-SP-A-XXXL,Set,3XL,1,682,BENGALURU,KARNATAKA,560037,No,middle_age
29817,171-9839810-2325938,9839810,M,49,06-02-2023,Delivered,Flipkart,SET345-KR-NP-M,Set,M,1,635,BENGALURU,KARNATAKA,560022,No,middle_age
14579,171-6043487-9445123,6043487,F,29,05-07-2023,Delivered,Myntra,J0343-DR-XXL,Western Dress,XXL,1,743,Dapoli Camp,MAHARASHTRA,415712,No,adults
29834,405-5664676-9721920,5664676,M,49,06-02-2023,Delivered,Amazon,JNE3797-KR-L,Western Dress,L,1,735,JAIPUR,RAJASTHAN,302020,No,middle_age
14612,403-9277422-7750725,9277422,M,29,05-07-2023,Delivered,Amazon,SET266-KR-NP-XL,Set,XL,1,737,CHENNAI,TAMIL NADU,600044,No,adults
29878,406-0330173-7481957,330173,F,49,06-02-2023,Delivered,Ajio,J0386-KR-XXXL,kurta,3XL,1,967,VAPI,GUJARAT,396191,No,middle_age
21788,403-2303621-2727500,2303621,M,77,06-12-2023,Returned,Amazon,SAR025,Saree,Free,1,845,VADODARA,GUJARAT,390011,No,senoir_age
29966,171-1571374-2693130,1571374,F,49,06-02-2023,Delivered,Flipkart,JNE3648-TP-N-M,Top,M,1,518,KOLKATA,WEST BENGAL,700063,No,middle_age
29968,408-9808520-1869912,9808520,F,49,06-02-2023,Delivered,Flipkart,JNE3405-KR-L,kurta,L,1,399,DEHRADUN,UTTARAKHAND,248007,No,middle_age
14620,407-5131851-6256333,5131851,F,29,05-07-2023,Delivered,Amazon,JNE3905-DR-XXL,Western Dress,XXL,1,625,BENGALURU,KARNATAKA,560094,No,adults
30119,406-9759501-4291500,9759501,F,49,06-02-2023,Delivered,Amazon,SET316-KR-DPT-L,Set,L,1,1238,CHENNAI,TAMIL NADU,600042,No,middle_age
21851,403-5497626-1142759,5497626,F,77,06-12-2023,Delivered,Ajio,JNE2270-KR-487-A-M,kurta,M,1,518,MATHURA,UTTAR PRADESH,281001,No,senoir_age
14623,408-7777041-0683553,7777041,F,29,05-07-2023,Delivered,Amazon,JNE3721-KR-M,kurta,M,2,584,NIZAMABAD,TELANGANA,503001,No,adults
30142,404-1400117-0804335,1400117,F,49,06-02-2023,Delivered,Myntra,JNE3673-TU-M,Top,M,1,599,BHAVNAGAR,GUJARAT,364001,No,middle_age
30205,402-4536569-0017166,4536569,F,49,06-02-2023,Delivered,Ajio,SET098-KR-PP-M,Set,M,1,759,PARADIP,ODISHA,754141,No,middle_age
14678,408-4753980-8224317,4753980,F,29,05-07-2023,Delivered,Myntra,JNE3785-KR-XXL,kurta,XXL,1,335,UDMA,KERALA,671319,No,adults
30269,407-4364419-2338749,4364419,F,49,06-02-2023,Delivered,Ajio,JNE1234-MULTI-KR-032-M,kurta,M,1,295,CHENNAI,TAMIL NADU,600116,No,middle_age
14693,407-7961360-4509948,7961360,F,29,05-07-2023,Delivered,Flipkart,J0343-DR-XS,Western Dress,XS,1,744,HYDERABAD,TELANGANA,500004,No,adults
8123,171-0707807-8910722,707807,M,49,04-03-2023,Delivered,Myntra,SET350-KR-NP-XS,Set,XS,1,1299,THANE,MAHARASHTRA,401107,No,middle_age
22231,403-5875968-9507545,5875968,F,77,06-12-2023,Delivered,Amazon,JNE3645-TP-N-XXL,Top,XXL,1,432,PUNE,MAHARASHTRA,411015,No,senoir_age
22397,402-8941887-3628340,8941887,M,77,06-12-2023,Delivered,Myntra,SET331-KR-NP-XL,Set,XL,1,635,New delhi,DELHI,110087,No,senoir_age
8136,403-1790024-0129912,1790024,F,49,04-03-2023,Delivered,Amazon,SET269-KR-NP-L,Set,L,1,824,MUMBAI,MAHARASHTRA,400052,No,middle_age
14771,407-3747061-9828369,3747061,F,29,05-07-2023,Delivered,Amazon,J0119-TP-M,Top,M,1,574,NEW DELHI,DELHI,110058,No,adults
8150,402-2614235-4783568,2614235,F,49,04-03-2023,Cancelled,Nykaa,SET269-KR-NP-XS,Set,XS,1,824,HASSAN,KARNATAKA,573201,No,middle_age
14776,171-3405913-3845149,3405913,F,29,05-07-2023,Delivered,Myntra,JNE3710-DR-S,Western Dress,S,1,956,HYDERABAD,TELANGANA,500081,No,adults
14879,403-5383207-0570735,5383207,M,29,05-07-2023,Delivered,Flipkart,SET110-KR-PP-L,Set,L,1,788,DIBRUGARH,ASSAM,786602,No,adults
14922,407-5307562-9897900,5307562,F,29,05-07-2023,Delivered,Amazon,NW020-ST-SR-XXL,Set,XXL,1,525,ANANDPUR SAHIB,PUNJAB,140118,No,adults
14952,408-0125713-6434732,125713,F,29,05-07-2023,Refunded,Amazon,JNE3500-KR-XS,kurta,XS,1,364,NEW DELHI,DELHI,110043,No,adults
14975,403-1583045-0497129,1583045,F,29,05-07-2023,Delivered,Amazon,SET268-KR-NP-M,Set,M,1,788,HYDERABAD,TELANGANA,500008,No,adults
14982,408-9057193-1752333,9057193,F,29,05-07-2023,Delivered,Amazon,SET398-KR-PP-XS,Set,XS,1,1186,ARARIA,BIHAR,854311,No,adults
8276,407-6166754-8849150,6166754,F,49,04-03-2023,Delivered,Flipkart,SET348-KR-NP-S,Set,S,1,899,BAGHPAT,UTTAR PRADESH,250609,No,middle_age
8300,402-0638026-2397947,638026,F,49,04-03-2023,Delivered,Amazon,JNE3384-KR-XXL,kurta,XXL,1,292,PUNE,MAHARASHTRA,412307,No,middle_age
14983,171-7122860-8678722,7122860,F,29,05-07-2023,Delivered,Amazon,JNE3487-KR-XXL,kurta,XXL,1,345,BENGALURU,KARNATAKA,560089,No,adults
8322,171-7336406-6836366,7336406,F,49,04-03-2023,Delivered,Amazon,SAR003,Saree,Free,1,1186,NEW DELHI,DELHI,110019,No,middle_age
8326,405-2421862-6282724,2421862,F,49,04-03-2023,Cancelled,Amazon,SET269-KR-NP-XL,Set,XL,1,824,Kudukkimotta,KERALA,670592,No,middle_age
14993,406-1694034-9157116,1694034,F,29,05-07-2023,Delivered,Myntra,SET193-KR-NP-A-XXL,Set,XXL,1,771,NOIDA,UTTAR PRADESH,201301,No,adults
10040,405-3676373-4945111,3676373,M,78,04-01-2023,Delivered,Nykaa,SET268-KR-NP-XL,Set,XL,1,698,VIJAYAWADA,ANDHRA PRADESH,520012,No,senoir_age
8413,406-3121157-5439531,3121157,M,49,04-03-2023,Delivered,Flipkart,J0157-DR-XL,Western Dress,XL,1,956,KOLKATA,WEST BENGAL,700035,No,middle_age
10307,171-7755387-4207567,7755387,M,78,04-01-2023,Delivered,Amazon,J0236-SKD-L,Set,L,1,912,DEHRADUN,UTTARAKHAND,248007,No,senoir_age
15007,405-6326125-7719532,6326125,F,29,05-07-2023,Delivered,Nykaa,SET227-KR-PP-A-S,Set,S,1,571,BENGALURU,KARNATAKA,560066,No,adults
8480,406-5983179-3097156,5983179,F,49,04-03-2023,Delivered,Amazon,SET331-KR-NP-XXXL,Set,3XL,1,597,SARDARSHAHAR,RAJASTHAN,331403,No,middle_age
8550,406-9136629-9935532,9136629,M,49,04-03-2023,Delivered,Myntra,SET345-KR-NP-XL,Set,XL,1,657,MANGALURU,KARNATAKA,575015,No,middle_age
10537,405-8570690-2409915,8570690,F,78,04-01-2023,Delivered,Ajio,J0002-SKD-XS,Set,XS,1,1127,Dakshina Kannada,KARNATAKA,574243,No,senoir_age
8556,402-9007850-6049951,9007850,M,49,04-03-2023,Delivered,Flipkart,J0332-DR-XXL,Western Dress,XXL,1,828,BETTIAH,BIHAR,845438,No,middle_age
10592,406-5767461-2532343,5767461,F,78,04-01-2023,Delivered,Myntra,SET331-KR-NP-L,Set,L,1,589,VISAKHAPATNAM,ANDHRA PRADESH,530016,No,senoir_age
8581,405-5334632-6010767,5334632,F,49,04-03-2023,Delivered,Amazon,JNE3401-KR-XXXL,kurta,3XL,1,301,DEHRADUN,UTTARAKHAND,248007,No,middle_age
15023,408-8865921-6149159,8865921,F,29,05-07-2023,Delivered,Flipkart,JNE3770-KR-S,kurta,S,1,487,Secunderabad,TELANGANA,500010,No,adults
15062,402-1307765-0129161,1307765,F,29,05-07-2023,Delivered,Myntra,SET344-KR-NP-XL,Set,XL,1,968,RAJPUR SONARPUR,WEST BENGAL,700149,No,adults
10600,403-8355510-3241168,8355510,M,78,04-01-2023,Delivered,Flipkart,SET273-KR-NP-M,Set,M,1,612,CHENNAI,TAMIL NADU,602024,No,senoir_age
10663,407-8350913-6047558,8350913,F,78,04-01-2023,Delivered,Ajio,SET265-KR-NP-XL,Set,XL,1,835,NEW DELHI,DELHI,110018,No,senoir_age
15118,405-3445004-2012362,3445004,M,29,05-07-2023,Delivered,Flipkart,SET345-KR-NP-XXXL,Set,3XL,1,618,BENGALURU,KARNATAKA,560087,No,adults
8604,171-8420395-6017160,8420395,F,49,04-03-2023,Delivered,Nykaa,SET192-KR-NP-L,Set,L,1,680,MUMBAI,MAHARASHTRA,400029,No,middle_age
20584,171-6105800-1868365,6105800,F,78,05-01-2023,Delivered,Ajio,SET251-KR-PP-M,Set,M,1,689,RAIPUR,CHHATTISGARH,492001,No,senoir_age
20654,171-3165845-7285918,3165845,F,78,05-01-2023,Delivered,Myntra,JNE3718-KR-XL,kurta,XL,1,399,TIRUPATI,ANDHRA PRADESH,517501,No,senoir_age
8684,171-0223743-0669104,223743,M,49,04-03-2023,Delivered,Myntra,SET360-KR-NP-XXL,Set,XXL,1,1126,LUCKNOW,UTTAR PRADESH,226016,No,middle_age
15173,408-9796312-6105158,9796312,F,29,05-07-2023,Delivered,Meesho,SAR020,Saree,Free,1,999,BAREILLY,UTTAR PRADESH,243403,No,adults
20858,406-3692986-7257967,3692986,M,78,05-01-2023,Delivered,Amazon,SET220-KR-PP-XXXL,Set,3XL,1,1075,HYDERABAD,TELANGANA,500069,No,senoir_age
8694,405-3746060-6156365,3746060,F,49,04-03-2023,Delivered,Myntra,J0240-SKD-M,Set,M,1,1593,VISAKHAPATNAM,ANDHRA PRADESH,530002,No,middle_age
8714,408-0349555-5444367,349555,F,49,04-03-2023,Delivered,Myntra,J0252-SKD-M,Set,M,1,939,RAXAUL BAZAR,BIHAR,845305,No,middle_age
15262,407-4779472-5153167,4779472,F,29,05-07-2023,Delivered,Amazon,J0002-SKD-XXXL,Set,3XL,1,1127,HYDERABAD,TELANGANA,500072,No,adults
15291,407-8488545-9321168,8488545,F,29,05-07-2023,Delivered,Myntra,JNE3546-KR-L,kurta,L,1,468,BENGALURU,KARNATAKA,560100,No,adults
8800,405-6227530-3746738,6227530,F,49,04-03-2023,Delivered,Nykaa,SET268-KR-NP-L,Set,L,1,788,MUMBAI,MAHARASHTRA,400070,No,middle_age
15308,405-4225331-3338755,4225331,F,29,05-07-2023,Returned,Amazon,JNE3690-TU-M,Top,M,1,487,LUCKNOW,UTTAR PRADESH,226016,No,adults
15334,171-2686746-4722748,2686746,M,29,05-07-2023,Delivered,Flipkart,SET110-KR-PP-L,Set,L,1,729,BENGALURU,KARNATAKA,560048,No,adults
8811,406-9611938-4640331,9611938,F,49,04-03-2023,Delivered,Amazon,SET356-KR-NP-M,Set,M,1,979,TIRUCHIRAPPALLI,TAMIL NADU,620012,No,middle_age
20872,402-2766069-9666756,2766069,F,78,05-01-2023,Cancelled,Others,JNE3522-KR-XL,kurta,XL,1,325,KHACHAROD,MADHYA PRADESH,456224,No,senoir_age
15338,404-2574375-5502733,2574375,F,29,05-07-2023,Delivered,Amazon,J0371-SKD-XXXL,Set,3XL,1,1099,NAVI MUMBAI,MAHARASHTRA,410210,No,adults
8851,408-6381754-4297909,6381754,F,49,04-03-2023,Delivered,Flipkart,SET397-KR-NP-XS,Set,XS,1,1115,BHADRAK,ODISHA,756181,No,middle_age
20944,405-8008926-8277132,8008926,F,78,05-01-2023,Delivered,Flipkart,SET402-KR-NP-XXXL,Set,3XL,1,988,Bilaspur,CHHATTISGARH,495001,No,senoir_age
15438,402-5509658-0871536,5509658,F,29,05-07-2023,Delivered,Amazon,NW020-ST-SR-XXL,Set,XXL,1,654,DEHRADUN,UTTARAKHAND,248001,No,adults
21057,407-7841241-4913133,7841241,M,78,05-01-2023,Delivered,Flipkart,J0414-DR-M,Western Dress,M,1,885,THIRUVANANTHAPURAM,KERALA,695029,No,senoir_age
21162,403-0963753-3857121,963753,F,78,05-01-2023,Delivered,Amazon,J0230-SKD-M,Set,M,1,1319,NEW DELHI,DELHI,110027,No,senoir_age
8884,404-1436714-0309164,1436714,F,49,04-03-2023,Delivered,Flipkart,J0349-SET-XL,Set,XL,1,801,BENGALURU,KARNATAKA,560043,No,middle_age
15442,171-9076290-2889919,9076290,F,29,05-07-2023,Delivered,Amazon,MEN5003-KR-XL,kurta,XL,1,449,GURUGRAM,HARYANA,122009,No,adults
8907,403-5579833-1831566,5579833,M,49,04-03-2023,Delivered,Myntra,SET320-KR-NP-S,Set,S,1,856,BHUJ,GUJARAT,370001,No,middle_age
8919,171-8431033-2069948,8431033,M,49,04-03-2023,Delivered,Flipkart,J0349-SET-XS,Set,XS,1,791,MUKTSAR,PUNJAB,152026,No,middle_age
25532,408-2272520-9440332,2272520,F,29,06-07-2023,Delivered,Amazon,JNE3568-KR-L,kurta,L,1,435,GURDASPUR,PUNJAB,143521,No,adults
21185,406-2047586-9518736,2047586,F,78,05-01-2023,Delivered,Flipkart,JNE3791-DR-XXL,Ethnic Dress,XXL,1,399,NAVI MUMBAI,MAHARASHTRA,400705,No,senoir_age
21308,407-0069076-6244357,69076,F,78,05-01-2023,Delivered,Amazon,JNE3613-KR-L,kurta,L,1,399,CUTTACK,ODISHA,753014,No,senoir_age
8924,403-7310641-2551501,7310641,F,49,04-03-2023,Delivered,Amazon,SET269-KR-NP-XL,Set,XL,1,824,BENGALURU,KARNATAKA,560093,No,middle_age
25562,408-1127425-8311523,1127425,M,29,06-07-2023,Delivered,Flipkart,JNE3797-KR-XXL,Western Dress,XXL,1,735,PERUMBAVOOR,KERALA,683545,No,adults
9003,171-8603415-9485124,8603415,F,49,04-03-2023,Delivered,Flipkart,J0033-KR-XL,kurta,XL,1,425,THRIPPUNITHURA,KERALA,682301,No,middle_age
25644,403-7589054-7587558,7589054,F,29,06-07-2023,Delivered,Flipkart,JNE3735-KR-L,kurta,L,1,380,PUNE,MAHARASHTRA,411041,No,adults
